id,name,address,longitude,latitude,district,brand_type,subway_count,bus_count,restaurant_count,competitor_count
B0K2KRMO87,悬停Cirrus·花艺·咖啡,广延路551号(上海马戏城地铁站1号口步行330米),121.455144,31.280628,静安区,独立/精品,1,7,3,6
B0K0R9FTH3,瑞幸咖啡(漫选中古街店),南京西路1605号轨道交通7号线静安寺站负一层B01B25D36店铺,121.447925,31.223375,静安区,本土连锁,1,13,39,64
B0GK1U002S,niko and...COFFEE(南京西路店),南京西路吴江路四季坊(南京西路地铁站11号口旁),121.461642,31.229943,静安区,独立/精品,1,8,37,61
B0GUPSZDB0,SLAB TOWN,富民路210弄1号,121.451907,31.217802,静安区,独立/精品,0,7,40,40
B0IB77HMHW,Blue Bottle Coffee蓝瓶咖啡(裕通店),长安路908号,121.45275,31.242768,静安区,国际连锁,0,8,26,31
B0H3ZOGSU2,有容乃大LuckyDraw,北京西路1622号(静安寺地铁站出入口步行470米),121.44507,31.226408,静安区,独立/精品,1,13,39,63
B0IR05TYCX,CUBIC 3 三立方咖啡(仲益大厦店),南京西路580号仲益大厦148铺,121.466084,31.231162,静安区,本土连锁,0,9,33,52
B0JU49GJ3X,瑞幸咖啡(吴江路步行街店),吴江路步行街一层202-3室,121.46,31.229571,静安区,本土连锁,1,9,38,64
B0FFMFL06G,GentleMaker Cafe,华山路748号,121.439404,31.214817,静安区,独立/精品,0,8,16,23
B0HA77055V,dia coffee嗲咖啡,上海市上海市静安区,121.440658,31.229624,静安区,独立/精品,1,14,25,33
B0LD9HMEIP,LOOP LAB,新闸路1523号,121.44795,31.230214,静安区,独立/精品,0,12,34,46
B0FFH0JUHA,COSTA COFFEE(上海嘉里企业中心店),共和路219号嘉里企业中心T3栋1层,121.458139,31.244949,静安区,国际连锁,1,10,25,35
B0KA1ZOBKO,W Coffee SH (张园丰盛里店),茂名北路245弄1号(南京西路地铁站13号口步行80米),121.459379,31.22775,静安区,独立/精品,1,9,38,78
B0J0JHK6Q9,源舍The WaterHouse(JULU758店),巨鹿路JULU758五号楼107-109,121.451264,31.220913,静安区,独立/精品,0,6,47,48
B0JU4194KZ,Plusone咖啡(巨鹿路Landing店),鹿路794号(静安寺地铁站8号口步行360米),121.450136,31.219646,静安区,独立/精品,0,6,53,49
B0H0PUGXMR,一尺花园(静安花房店),石门一路116号中邦集团三楼(近兴业太古汇地下停车场),121.463428,31.22668,静安区,独立/精品,1,12,32,48
B0I0RPSMY3,CUBIC 3 三立方咖啡(嘉里不夜城店),天目西路218号嘉里不夜城第一座201室,121.45646,31.245568,静安区,本土连锁,2,14,31,37
B0KRCM3S84,Spot Table,陕西北路457号10号104,121.452461,31.230394,静安区,独立/精品,0,14,38,70
B0GUNXLGEF,M Stand(久光百货店),南京西路1618号久光百货2楼(正门旁露天平台),121.44634,31.223619,静安区,本土连锁,1,15,36,64
B0FFK6ACVR,瑞幸咖啡(上海静安大悦城店),西藏北路164号静安大悦城北座地下一层B112室,121.472008,31.244275,静安区,本土连锁,1,11,25,26
B0I21HOJ2P,越南中原传奇咖啡,南京西路699号1楼(南京西路地铁站5号口步行130米),121.463268,31.230506,静安区,独立/精品,1,10,37,55
B0KK5MFOJ4,HUFFY coffee&gelato,威海路844号(南京西路地铁站12号口步行400米),121.456086,31.225183,静安区,独立/精品,0,8,41,56
B0G2K9WD8P,Marmalade,南阳路134号,121.451301,31.228156,静安区,独立/精品,0,10,38,73
B0J3K5SILU,D.ORINO COFFEE,康定路833号(昌平路地铁站3号口步行380米),121.441328,31.231201,静安区,独立/精品,1,15,29,37
B0IGNCA2RB,Blue Bottle Coffee蓝瓶咖啡(静安嘉里中心店),南京西路1515号静安嘉里中心北区商场L2层N2-11,121.449912,31.223847,静安区,国际连锁,1,8,46,63
B0LRD57B60,KUDDO COFFEE(永源路店),静安寺街道永源路2弄10号(协和城2期B栋105室),121.440437,31.221182,静安区,独立/精品,0,17,20,29
B0IK6MJ311,Blue Bottle Coffee蓝瓶咖啡(张园店),茂名北路258号张园L1层W5-1A,121.459592,31.227822,静安区,国际连锁,1,10,39,76
B0H1TSH2GW,CoffeeSpot(北京西路838弄2号小区店),北京西路838弄4号(南京西路地铁站1号口步行320米),121.459302,31.232023,静安区,独立/精品,1,8,40,48
B0G3ZCS0MS,Manner Coffee(博华广场店),山海关路388号博华广场零售区K-01号(星巴克对面),121.462407,31.236448,静安区,本土连锁,1,6,13,19
B0J1R7I5SP,赤瑕Akadama Coffee & Bar,武定西路1194号(武定路地铁站2号口步行250米),121.435107,31.226425,静安区,独立/精品,1,11,10,9
B0LGUN4WGQ,Cafe Gray Deluxe(兴业太古汇店),石门一路288号兴业太古汇L3层(南京西路地铁站5号口旁),121.462818,31.230187,静安区,独立/精品,1,10,39,54
B0I06PNKPA,% Arabica阿拉比卡咖啡(苏河湾万象天地店),福建北路100号上海苏河湾万象天地F1层L104号,121.479631,31.242918,静安区,国际连锁,1,10,16,29
B0FFKHMUVL,The Oranges,富民路183号(桑格水疗会所隔壁),121.45122,31.219309,静安区,独立/精品,0,8,52,44
B0I39ZY11Q,Birdie Cup Cafe小鸟杯咖啡(静安嘉里中心店),南京西路1515号静安嘉里中心L3层,121.449166,31.224021,静安区,独立/精品,1,8,43,61
B0HK3DM0M9,Manner Coffee(上海宁波联谊大楼店),南汇路75号(御品大厦西南门对面),121.456567,31.230218,静安区,本土连锁,1,11,32,68
B0FFJK51GX,瑞幸咖啡(胶州大楼店),胶州路58号胶州大楼一层(静安寺地铁站出入口步行310米),121.445258,31.225459,静安区,本土连锁,1,10,39,67
B0FFIU6KU3,瑞幸咖啡(恒利国际大厦店),成都北路189号恒利国际大厦一层大堂,121.466632,31.227021,静安区,本土连锁,0,17,29,39
B0FFK2YFI7,GLIDER,南京西路1896号(静安寺地铁站13A出口步行320米),121.442275,31.221225,静安区,独立/精品,1,16,25,40
B0FFMHWV93,Tims咖啡(静安宝华店),常德路258号大堂(静安寺地铁站6号口步行250米),121.447952,31.225727,静安区,国际连锁,1,11,44,70
B0GKNB47O3,Peet's Coffee皮爷咖啡(恒隆广场店),南京西路1266号恒隆广场办公楼一期一楼大堂,121.453914,31.228055,静安区,国际连锁,0,10,39,72
B0K1CRNLU9,叹所Whoopso,陕西北路448号,121.453006,31.230497,静安区,独立/精品,0,9,37,73
B001573L8Z,两咖啡(静安嘉里中心南区商场店),延安中路1218号静安香格里拉大酒店1楼(近铜仁路),121.450397,31.222908,静安区,独立/精品,1,5,45,54
B0J6U7LR6I,Moofin摩芬宜(江宁路店),江宁路与淮安路交叉口东南20米,121.44838,31.238495,静安区,独立/精品,0,11,35,34
B0FFL4GQBK,瑞幸咖啡(金赢108创意园店),平型关路126号金赢108创意广场银座一层,121.466557,31.267381,静安区,本土连锁,1,11,7,6
B001574Q1K,星巴克(五月花生活广场),芷江西路488号五月花生活广场1层101,121.456386,31.256391,静安区,国际连锁,1,10,6,11
B0FFJPZ20U,星巴克臻选(静安嘉里中心1F店),南京西路1515号静安嘉里中心商场E1-03、E1-06K室,121.450056,31.224335,静安区,国际连锁,1,9,45,65
B0FFF6XCSX,星巴克(大宁店),共和新路1898号大宁国际广场5幢1层,121.452998,31.274274,静安区,国际连锁,1,7,16,21
B00155MZ1E,星巴克(800秀店),常德路800号800秀1层(近昌平路),121.442881,31.233705,静安区,国际连锁,1,14,30,32
B00155K7QJ,星巴克臻选(威海路店),"威海路433,439号(南京西路地铁站8号口步行120米)",121.463375,31.226875,静安区,国际连锁,1,13,33,50
B00155849B,星巴克上海嘉里合集店,天目西路218号嘉里合集裙房1层103室单元,121.45706,31.244638,静安区,国际连锁,1,14,27,39
B00156EMEG,星巴克(恒汇大厦店),"天目西路437,439号恒汇国际大厦1层",121.452435,31.245979,静安区,国际连锁,0,9,32,34
B0FFHG0FTN,星巴克(1788广场店),南京西路1818号1788EAT一层F1-9,121.443655,31.222824,静安区,国际连锁,1,18,27,50
B0FFKNWDZP,星巴克(静安大融城店),沪太路1111号5号楼一层星巴克,121.427516,31.279787,静安区,国际连锁,0,9,7,15
B0FFL7CZUH,星巴克臻选(华山路),华山路301号静安商楼B1F,121.446628,31.218837,静安区,国际连锁,1,15,37,41
B0HGOLVV8I,星巴克臻选(上海香港兴业中心二座店),石门一路288号兴业太古汇L1层(南京西路地铁站6号口旁),121.462855,31.228801,静安区,国际连锁,1,9,38,58
B0HKNDQ02Q,星巴克臻选(上海久光中心店),共和新路2188号上海久光中心L1层L112,121.451882,31.276854,静安区,国际连锁,1,6,16,17
B0H6HAF6V3,星巴克臻选(久光百货2F店),南京西路1618号2楼S222单元,121.446761,31.223729,静安区,国际连锁,1,16,38,63
B0FFH0HMOH,星巴克臻选(上海大宁音乐广场店),万荣路777弄2号101室,121.444007,31.27942,静安区,国际连锁,0,3,22,23
B0I3DU2F3I,星巴克臻选(慎余里非遗概念店),福建北路100号万象天地慎余里1层,121.477184,31.242945,静安区,国际连锁,1,6,24,26
B0FFHBT9YQ,星巴克(金鹰店),陕西北路278号金鹰国际购物中心1层A1-3(近南京西路),121.454658,31.228752,静安区,国际连锁,0,9,40,79
B0FFM45HIF,星巴克(上海慧芝湖店),"广中路765号,771号嘉悦会1层",121.457972,31.279887,静安区,国际连锁,0,6,0,7
B0FFH9KGBF,星巴克(协信星光广场南区店),寿阳路99弄协信星光广场南区1楼101A,121.458419,31.296047,静安区,国际连锁,0,5,2,18
B0FFFR309X,星巴克(四行天地店),西藏北路18号105单元(曲阜路地铁站2号口步行140米),121.472032,31.240908,静安区,国际连锁,2,13,25,27
B001574QXZ,星巴克(静安紫苑店),江宁路388号静安紫苑1-2层,121.453043,31.234053,静安区,国际连锁,0,10,36,40
B0FFG903IQ,星巴克(江场二路店),江场二路77-79号,121.444088,31.298255,静安区,国际连锁,0,2,10,10
B0FFIMY8YH,星巴克(越商大厦店),万航渡路333号1层01单元,121.437442,31.225579,静安区,国际连锁,1,11,9,15
B0HG7UK974,要潮人民咖啡馆(四行仓库店)(暂停营业),光复路9号(曲阜路地铁站2号口步行280米),121.471097,31.240149,静安区,独立/精品,2,13,25,32
B0FFH917PT,星巴克(上海火车站南广场VIP店)(暂停营业),秣陵路303号69幢1层R1单元(南广场售票厅旁边),121.455797,31.248481,静安区,国际连锁,1,16,26,31
B0KR15OY0Y,Book a Coffee书洞咖啡(南汇路店),南汇路38号(南京西路地铁站1号口步行240米),121.457292,31.229488,静安区,独立/精品,1,9,36,67
B0FFKPFK6F,瑞幸咖啡(协信星光广场店),江场路1228弄协信星光广场北里一层NL152,121.45866,31.298246,静安区,本土连锁,0,6,3,20
B0JRS5MEGK,Peet's Coffee皮爷咖啡(静安嘉里店),南京西路1563号静安嘉里中心北区商场服务台对面,121.457112,31.244666,静安区,国际连锁,1,14,28,39
B0H1ULYOPW,M Stand(889广场店),长寿路889号889广场F1层,121.428649,31.228975,静安区,本土连锁,0,10,11,17
B0LRRSK1U2,Whiiisk&Whimsy,陕西北路113号(南京西路地铁站12号口步行360米),121.456225,31.225625,静安区,独立/精品,0,8,37,56
B0FFHIVR72,漫岛咖啡(康德公寓店),共和新路4808号2层地铁1号线共康站4号出口对面,121.446256,31.319567,静安区,独立/精品,1,4,12,14
B0I3JX9K3A,Manner Coffee(中兴公园店),中兴路799号中兴绿地内(中兴路地铁站1号口步行140米),121.469617,31.254398,静安区,本土连锁,1,10,8,7
B001573XAE,COSTA COFFEE(上海现代设计大厦店),石门二路258号现代建筑设计大厦1层,121.460653,31.235279,静安区,国际连锁,1,7,18,24
B0KKFRBV1W,Table a Deli,常德路688号B4-1-04,121.446014,31.231832,静安区,独立/精品,1,14,23,33
B0GRGCR4LH,JAY CAFE(枕流公寓店),华山路701号,121.439957,31.215822,静安区,独立/精品,0,10,20,30
B0FFLG154D,星巴克(康定路店),康定路1018-5号,121.437094,31.230807,静安区,国际连锁,1,13,17,20
B0KBOMGQ3F,Peet's Coffee皮爷咖啡(兴业太古汇店),石门一路288号L392室,121.463862,31.227805,静安区,国际连锁,1,12,37,53
B0GKJMVW01,Manner Coffee(静安大融城店),沪太路1111号静安大融城1F层,121.427038,31.279818,静安区,本土连锁,0,9,8,15
B0KD0C0HBN,PS.Cafe(静安嘉里中心店),延安中路1218号静安嘉里中心南区B1-15号,121.450149,31.223286,静安区,独立/精品,1,6,42,59
B0FFJCF81P,月球咖啡retro,南京西路地铁站12号口步行200米,121.460423,31.225224,静安区,独立/精品,0,8,31,50
B0FFL7BVLT,瑞幸咖啡(共和国际商务广场店),共和新路3699号共和国际商务广场A栋南门一层大堂,121.450258,31.304132,静安区,本土连锁,1,4,9,3
B0FFIRRT71,大众咖啡(西新别墅店),陕西北路581号-5,121.451842,31.232405,静安区,独立/精品,0,11,43,51
B0FFLHEJ4L,NANA COFFEE(大宁店),老沪太路177-2号(新梦舞厅巷内15米),121.455349,31.268151,静安区,独立/精品,1,4,6,4
B0KDSXW0TC,瑞幸咖啡(德安大厦商务中心店),moho商场内,121.442872,31.234435,静安区,本土连锁,1,14,31,32
B0HGUKDJND,Manner Coffee(四季坊店),吴江路169号InPoint F1层,121.46073,31.229977,静安区,本土连锁,1,9,38,59
B0LU15G2QQ,水煮月亮·饺子咖啡,茂名北路108号,121.460399,31.225747,静安区,独立/精品,1,8,31,52
B0FFGM9REW,星巴克(协信星光广场北区店),江场路1288号NL151单元,121.458977,31.298245,静安区,国际连锁,0,7,2,18
B0FFKTAGOV,瑞幸咖啡(锦荣国际大酒店店),共和新路2750号锦荣商务中心一层底商,121.450975,31.283775,静安区,本土连锁,1,4,7,9
B0G064KS1X,fumi coffee(陕康里店),陕西北路808号陕康里13号楼101室Fumi Coffee,121.449262,31.235659,静安区,独立/精品,0,12,38,39
B0HB3G7CSJ,Manner Coffee(达邦协作广场店),共和路355号1层L103B,121.455447,31.244154,静安区,本土连锁,1,14,31,43
B001574W3D,CoffeeGroupies,康定路723号(昌平路地铁站3号口步行180米),121.44318,31.232075,静安区,独立/精品,1,15,31,39
B0FFGBASA6,ResMed cafe,吴江路169号四季坊(南京西路地铁站3号口旁),121.460425,31.229725,静安区,独立/精品,1,9,40,62
B0FFKSDQ6H,瑞幸咖啡(绿地静安柒彩里店),万航渡路858号柒彩里中心F1,121.42952,31.228106,静安区,本土连锁,0,12,13,18
B00156EDDI,星巴克(洲际中心店),裕通路100号,121.453475,31.244191,静安区,国际连锁,0,13,34,37
B0FFJOCOAV,星巴克(灵石路店),灵石路716号宝燕商城1楼,121.438991,31.281952,静安区,国际连锁,0,3,21,13
B0H1CZ338A,ralph's coffee(静安嘉里中心北区商场店),南京西路1515号上海嘉里中心,121.449825,31.223475,静安区,独立/精品,1,6,44,59
B0LU7SZLCX,Le Café Louis Vuitton,南京西路789号兴业太古汇N301店铺,121.46241,31.229748,静安区,独立/精品,1,8,39,57
B0LKNRQN3I,LAVAZZA拉瓦萨咖啡(上海中兴路万科店),中兴路477号,121.474958,31.256791,静安区,国际连锁,0,13,1,5
B0J27A8FS7,23号宇宙咖啡,武定路612号,121.448943,31.23277,静安区,独立/精品,0,12,37,43
B0GUPBXC8L,Animate cafe(大悦城店),西藏北路166号上海静安大悦城北座L8层,121.471794,31.244402,静安区,独立/精品,1,11,25,27
B0KADYSK1I,JAZO coffee,广中路805号1幢101,121.45619,31.279911,静安区,独立/精品,1,7,0,5
B0JBDBVZAF,Manner Coffee(上海苏河湾万象天地店),福建北路100号上海苏河湾万象天地LG2层LG291号,121.479705,31.242881,静安区,本土连锁,1,11,16,29
B0I1CHCGQJ,缶乐follow咖啡,陕西北路155号(南京西路地铁站12号口步行490米),121.455799,31.226259,静安区,独立/精品,0,9,43,62
B0I07ZLRLC,Manner Coffee(兴业太古汇店),威海路387号,121.464266,31.227068,静安区,本土连锁,0,12,36,50
B00156TK7N,星巴克(静安门大厦店),安远路553号静安门大厦1层,121.438988,31.237332,静安区,国际连锁,1,10,20,44
B0J10Z23LY,BeanStar比星咖啡(上海西康公园店),西康路255号西康公园,121.450409,31.230167,静安区,本土连锁,0,14,37,63
B0H0C913PP,M Stand(上海静安大悦城北座店),西藏北路198号N102号商铺(静安大悦城北座1层3号门旁),121.471781,31.243824,静安区,本土连锁,1,11,25,28
B0G2A9C8F1,星巴克(上海昌平路店),西康路665号1层A室(昌平路地铁站4号口步行460米),121.445598,31.235084,静安区,国际连锁,1,15,47,41
B0H2FRMSBM,Birdie Cup Coffee小鸟杯(丰盛里店),茂名北路281弄丰盛里F栋16号1层,121.458732,31.2283,静安区,独立/精品,1,9,35,80
B0KKRAQRZ3,Little Little,新丰路473号,121.442997,31.238099,静安区,独立/精品,1,12,37,52
B0H3ZAE5XT,ZEGNA Caffe(兴业太古汇店),南京西路789号兴业太古汇L128店铺,121.463371,31.229117,静安区,独立/精品,1,9,37,56
B0K69DP3BG,安Coffee(远中风华园店),昌化路36号,121.455035,31.23444,静安区,独立/精品,0,9,29,33
B0J1YAGX1L,库迪咖啡(延长中路店),延长中路354号101室(第十人民医院南门对面),121.452957,31.270382,静安区,本土连锁,1,6,12,15
B0IKLHS65X,星巴克臻选(上海静安MOHO店),江宁路699号地下一层B1-47,121.448078,31.237409,静安区,国际连锁,0,13,38,31
B0J0L4HI2W,luckin coffee 瑞幸咖啡(愚园路店),愚园路268号国际丽都公馆底商,121.443214,31.223288,静安区,本土连锁,1,17,27,50
B0I14UDC42,% Arabica阿拉比卡咖啡(锦沧文华店),南京西路1225号L1层L108号铺位,121.454272,31.226718,静安区,国际连锁,0,11,42,68
B0KKUSL14Z,且乐cheer咖啡,岭南路786号,121.455999,31.318854,静安区,独立/精品,0,11,1,4
B0FFIR25AW,瑞幸咖啡(太阳CITY店),恒丰路299号太阳CITY一层,121.456913,31.242768,静安区,本土连锁,1,10,26,39
B00156O6GO,星巴克(多媒体谷店),广中西路777弄65号102室,121.439681,31.278398,静安区,国际连锁,1,4,19,15
B0FFH0XVN9,星巴克(铭德大酒店店),西藏北路558号1层(中兴路地铁站3号口步行230米),121.469744,31.250947,静安区,国际连锁,1,8,8,11
B0L3MCLV20,ASAP·Coffee(北苏州河路店),北苏州路536号(天潼路地铁站5号口步行350米),121.481598,31.241444,静安区,独立/精品,2,12,20,32
B0FFGFYYZ0,看得到风景的咖啡馆(静安店),华山路2号静安高和大厦701室,121.444344,31.22307,静安区,独立/精品,1,19,28,52
B0L0ZKDU0G,Happiness,长乐路514号(陕西南路地铁站10号口步行490米),121.457094,31.220151,静安区,独立/精品,0,7,53,44
B0L2PAPON1,麦斯汀 桌球酒吧whisky cocktail&coffee bar,西藏北路558号,121.469787,31.250872,静安区,独立/精品,1,8,8,11
B0J1CSBAN2,富麦咖啡(四明别墅576弄店),愚园路590号(江苏路地铁站3号口步行450米),121.437686,31.22148,静安区,国际连锁,0,9,15,18
B0L34MFGEP,Yummy House Coffee&Bar(延平路店),延平路98号-3,121.441581,31.228402,静安区,独立/精品,0,14,37,35
B0J3MMDUXP,瑞幸咖啡(上海久光中心店),共和新路2188号上海久光中心负二层MB201-20室,121.450926,31.275681,静安区,本土连锁,1,6,16,19
B0G1R4YOM0,Tims咖啡(凯德星贸店),恒通路318号凯德星贸中心-商场01层20号,121.458575,31.241325,静安区,国际连锁,1,7,17,31
B0GUD7SR5B,星巴克(上海盛源生活广场店),柳营路777号盛源生活广场F1层,121.455252,31.26359,静安区,国际连锁,0,7,3,2
B0FFIGR6A5,大宁福朋喜来登大堂吧(共和新路店),共和新路1928号大宁福朋喜来登酒店1楼大堂,121.451951,31.273931,静安区,独立/精品,1,7,17,22
B0FFMC92GM,瑞幸咖啡(上海静安大融城二店),沪太路1111弄静安大融城负一层K123室,121.426596,31.280484,静安区,本土连锁,0,9,8,20
B00156G6DV,grandyard cafe and bar,西康路608号1层1-1,121.446293,31.235049,静安区,独立/精品,1,14,45,42
B0FFLJ7R14,Manner Coffee(东莱大楼店),南京西路587号(南京西路地铁站5号口步行390米),121.465894,31.230671,静安区,本土连锁,0,9,33,55
B0IUPDLTIU,Bazinga Coffee(富民路255弄小区店),富民路255弄1-7号富民路255弄小区,121.452074,31.217797,静安区,独立/精品,0,7,38,40
B0FFKS9ZD1,瑞幸咖啡(美邦大楼店),江场西路160号美邦大楼一层101-20室,121.446885,31.298746,静安区,本土连锁,0,4,11,11
B0FFKZPAU0,OTT Cafe&Cocktail,常德路988号(余姚路路口),121.441224,31.236282,静安区,独立/精品,1,13,28,32
B0HBR6445X,Manner Coffee(写字楼晶品中心店),愚园路86号(静安寺地铁站2号口步行490米),121.446178,31.225297,静安区,本土连锁,1,12,39,70
B0HKTM2UIZ,代数学家algebraist(上海中信泰富广场店),南京西路1168号中信泰富广场第5层第515单元,121.455717,31.228224,静安区,本土连锁,1,8,39,68
B0FFKS8Z0Q,瑞幸咖啡(现代交通商务园店),柳营路618号现代交通商务园北楼一层大堂,121.460192,31.264841,静安区,本土连锁,0,8,6,2
B0FFK64TWR,瑞幸咖啡(base城市社区苏河店),新疆路518号base城市社区底商,121.466911,31.242872,静安区,本土连锁,1,9,11,19
B0LU6UNSIF,1925益杯咖啡,宝山路403弄1号(与宝昌路交叉口),121.477282,31.256475,静安区,独立/精品,1,11,5,5
B0I1FCPOUO,M Stand(大宁国际店),共和新路1898号5座1层101室(共和新路沿街),121.45357,31.2737,静安区,本土连锁,1,8,17,20
B0FFJO5JVO,瑞幸咖啡(晋润海棠大厦店),江场西路307号晋润海棠大厦一层,121.442095,31.297191,静安区,本土连锁,0,4,11,10
B0FFJCZDQX,瑞幸咖啡(东方环球中心店),永和路118弄43号东方环球中心一层102室,121.446104,31.289212,静安区,本土连锁,0,4,0,5
B0KKSDHR1Y,瑞幸咖啡(大宁中心广场店),万荣路700号大宁中心广场C2栋一层114号,121.442288,31.282329,静安区,本土连锁,0,4,24,19
B0LR7OJ16Q,LAVAZZA拉瓦萨咖啡(上海丰盛中心店),威海路500号一层R1-07商铺,121.461925,31.227225,静安区,国际连锁,1,7,34,55
B0H36DYCAT,Costa Coffee(静安大润发店),共和新路3318号大润发F11002号商铺,121.447875,31.297925,静安区,国际连锁,0,3,10,10
B0K6RCI7ZF,nodi coffee(静安嘉里中心店),南京西路1551号静安嘉里中心办公楼二座大堂,121.449502,31.223707,静安区,独立/精品,1,7,46,61
B0FFLGUSHP,瑞幸咖啡(苏河1号店),恒丰路640号苏河1号一层大堂,121.451518,31.248081,静安区,本土连锁,0,8,20,24
B0IRF56T11,星巴克(上海金融街中心一期店),中兴路1509号,121.457163,31.253215,静安区,国际连锁,1,9,8,16
B0FFHIZASJ,星巴克(越洋广场1F店),南京西路1601号越洋广场1层1I室,121.447665,31.222911,静安区,国际连锁,1,12,42,63
B0FFKT21WT,瑞幸咖啡(泰府名邸店),武定路268号泰府名邸底商,121.455273,31.23523,静安区,本土连锁,0,8,23,27
B0FFI91LEI,星巴克(SOHO东海店),铜仁路299号SOHO东海广场一楼,121.448791,31.226842,静安区,国际连锁,1,10,48,71
B0J0DRSZ3H,瑞幸咖啡(临汾路店),临汾路700号底商,121.453501,31.310934,静安区,本土连锁,0,8,5,2
B0L1RHB6U8,甲板DECK Coffee&Taproom(静安寺店),武定路989弄3号中邮苑(昌平路地铁站3号口步行480米),121.443825,31.230274,静安区,独立/精品,1,14,29,33
B0FFIYLHT9,Manner Coffee(上海商城店),南京西路1376号上海商城1楼,121.452196,31.226767,静安区,本土连锁,0,11,47,74
B0JAZH7PVA,星巴克(上海中兴路1号店),中兴路456-458号,121.475301,31.257135,静安区,国际连锁,0,15,2,5
B0KAU9PZSQ,Stay coffee,康定路1013号1层,121.437693,31.230563,静安区,独立/精品,1,12,20,21
B0LDS13WF1,Birdie Cup Coffee(太古汇店),南京西路789号兴业太古汇LG2层(南京西路地铁站5号口旁),121.462175,31.229446,静安区,独立/精品,1,8,38,61
B0I1NS824P,瑞幸咖啡(新慧谷科技园店),沪太路799号上海新慧谷科技产业园一层大堂,121.443741,31.266511,静安区,本土连锁,0,9,5,10
B0IKU7B853,瑞幸咖啡(北京西路店),北京西路1748号2幢底商(静安寺地铁站1号口步行320米),121.44278,31.224954,静安区,本土连锁,1,14,34,48
B0J1VZ3PSV,库迪咖啡(泰兴路店),泰兴路325-2号(政协西侧),121.457404,31.231703,静安区,本土连锁,1,9,34,57
B0FFK8YRKN,咖啡喝伐Hefa Coffee(静安寺店),胶州路216号,121.443602,31.227771,静安区,独立/精品,0,15,50,46
B0KKSSVJ9C,0566珈琲制作所·精品手冲咖啡(芮欧百货店),南京西路越洋广场商场(芮欧百货)1601号1层1D-1室,121.447519,31.222919,静安区,独立/精品,1,12,42,64
B0L2KOGA1S,2Dollars Cafe&Bar,西康路608号(背包十年青年旅舍1F),121.446301,31.235073,静安区,独立/精品,1,14,45,42
B0JAL5ABTA,星巴克(上海永和东路店),共和新路2999弄11号1层101单元,121.455628,31.29009,静安区,国际连锁,0,5,0,5
B0KUB5RDBN,OR.SO Coffee Lab & Bar,光复西路3543号,121.375663,31.221113,普陀区,独立/精品,0,1,4,6
B0FFKQ5Y6K,Peet's Coffee皮爷咖啡(环球港大堂A座),中山北路3300号环球港1楼L1156室,121.412734,31.232459,普陀区,国际连锁,1,5,18,16
B00155H8RK,星巴克(财富时代店),长寿路137号财富时代大厦1层02室(近陕西北路口),121.442166,31.242944,普陀区,国际连锁,2,10,24,45
B0FFM62LGH,Manner Coffee(巴黎春天店),"长寿路155号巴黎春天1楼沿街铺C区(近东门,近新会路)",121.44223,31.242207,普陀区,本土连锁,2,13,27,47
B0FFL82G5Z,瑞幸咖啡(118广场店),金沙江路1685号118广场16幢一层BN1-7号,121.377989,31.231524,普陀区,本土连锁,1,3,10,19
B0I07HNM5G,Manner Coffee(苏州河文明展示馆店),光复西路2690号长风五号公共绿地保留建筑3层,121.379449,31.220675,普陀区,本土连锁,0,2,6,9
B001574YBE,小时光咖啡馆(长寿路店),长寿路652号景源时尚产业园,121.432468,31.238498,普陀区,独立/精品,1,6,17,20
B0G1BC84TD,星巴克(同济医院店),新村路399号,121.430643,31.265861,普陀区,国际连锁,1,12,3,7
B0FFFA51GX,星巴克(汇融天地店),曹杨路555号汇融天地1楼(曹杨路地铁站2号口旁),121.418336,31.236819,普陀区,国际连锁,1,4,18,21
B0H0A7T9IY,Peet's Coffee皮爷咖啡(长寿路旭辉路),长寿路333号L1层L108号、L109号-1商铺,121.438408,31.240306,普陀区,国际连锁,1,8,24,45
B0J6PBUIV3,瑞幸咖啡(巴黎春天陕西路店),长寿路155号巴黎春天陕西路店正门一层L01-F013B室,121.441594,31.242635,普陀区,本土连锁,2,11,23,44
B0KGJH0VKC,UMAH coffee(鸿寿坊店),新会路223号,121.441021,31.240603,普陀区,独立/精品,1,11,26,50
B0I1VUZ4PZ,一尺花园(桃浦中央绿地店),敦煌路450弄63号,121.372456,31.279465,普陀区,独立/精品,0,4,1,1
B0JKO9O8BY,INCHHUB,大渡河路160号保留建筑4号楼,121.396654,31.219385,普陀区,独立/精品,0,6,10,10
B0HUKY53WA,Tims咖啡(融创光新店),石泉东路286弄融创精彩天地1F层B-1F-278,121.432502,31.25474,普陀区,国际连锁,0,7,9,11
B0FFHUW400,瑞幸咖啡(月星环球港B座店),中山北路3300号环球港写字楼B座一层L1161号,121.41266,31.232523,普陀区,本土连锁,1,5,18,16
B0FFKNW7L9,星巴克(真如星光耀广场店),曹杨路1888弄2号楼第1层D02单元,121.406616,31.25747,普陀区,国际连锁,0,4,6,11
B00156F6DE,星巴克(长风大悦城店),大渡河路168弄136号长风大悦城1层101A室,121.395545,31.222698,普陀区,国际连锁,1,7,14,16
B0JAJS25L8,又山COFFEE,中山北路3329号(金沙江路地铁站5号口步行310米),121.411027,31.233173,普陀区,独立/精品,1,6,18,17
